,Unnamed: 0,ytid,start_s,end_s,aspect_list,caption,Discogs400 genre,MTG Jamendo genre,danceability,happy,sad,relaxed,mood and theme,instruments,voice gender
51,51,-UuEBhule84,350,360,"['low quality', 'noisy', 'mono', 'acoustic rhythm guitar', 'flat male vocal', 'passionate', 'country']","The low quality recording features a flat male vocal singing over acoustic rhythm guitar chords, after which that same vocal is talking. The song sounds passionate, while the recording, overall, is noisy and in mono.",Blues---Delta Blues,alternative,not_danceable,non_happy,sad,relaxed,"['love', 'meditative', 'happy', 'melodic', 'ballad']","['acousticguitar', 'guitar', 'electricguitar']",male
52,52,-VI2IRq17rs,360,370,"['bell', 'faint speaking', 'male voice', 'resonance', 'live recording']","In this clip, a large bell is rung and left to ring. We can hear the resonance in the room as the bell rings. There is then the faint sound of a male speaking in the background. It's a live recording.",Electronic---Experimental,ambient,not_danceable,non_happy,sad,relaxed,"['relaxing', 'film', 'meditative', 'emotional', 'sad']","['piano', 'synthesizer', 'electricguitar']",male
53,53,-VclCul6FrI,80,90,"['low quality', 'noisy', 'mono', 'organ keys melody', 'muffled', 'distorted', 'jazzy']","The low quality recording features a jazzy organ keys melody. The recording is in mono, noisy, muffled and slightly distorted.","Folk, World, & Country---Polka",electronic,danceable,happy,non_sad,relaxed,"['happy', 'melodic', 'funny', 'energetic', 'positive']","['synthesizer', 'drums', 'guitar']",female
54,54,-Vo4CAMX26U,30,40,"['low quality', 'low windpipe vocal sounds', 'nature atmosphere sound effect', 'birds chirping', 'water flowing sound effect', 'harsh', 'loud']","The low quality recording features a low windpipe vocal sound played in nature, surrounded by flowing water and chirping birds sound effects. Sounds a bit harsh and loud, as the tone of the windpipe is constantly changing.",Electronic---Experimental,electronic,danceable,non_happy,non_sad,relaxed,"['soundscape', 'dark', 'meditative', 'relaxing', 'space']","['synthesizer', 'electricguitar', 'bass']",male
55,55,-W5c6CeUMPE,40,50,"['swiss folk music', 'yodeling', 'male vocal', 'female vocal', 'duet', 'melodeon', 'pastoral']",This is a Swiss folk music piece. There is a male vocal and there is a female vocal. They are yodeling as a duet. The melody in the background is being played by a melodeon. There is a pastoral feel to it. This piece could be used in the soundtrack of a movie that takes place in the Alps region.,"Folk, World, & Country---Folk",ambient,not_danceable,non_happy,sad,relaxed,"['meditative', 'relaxing', 'christmas', 'film', 'melodic']","['piano', 'drums', 'synthesizer']",female
56,56,-WvVG0wHcTc,310,320,"['classical', 'sustained violin melody', 'crowd clapping', 'shimmering hi hats', 'theremin solo', 'subtle female vocal', 'live performance', 'electric guitar melody', 'low quality', 'noisy', 'mono', 'passionate', 'emotional']","The low quality recording features a classical live performance of sustained violin melody, shimmering hi hats, electric guitar melody, theremin solo melody and subtle female vocals at the end of the loop. There are some crowd clapping sounds in the background. It is noisy, in mono and it sounds passionate and emotional.","Folk, World, & Country---Folk",pop,not_danceable,non_happy,sad,relaxed,"['happy', 'inspiring', 'romantic', 'love', 'motivational']","['guitar', 'acousticguitar', 'piano']",female
57,57,-XN0NtrnfMY,30,40,"['low quality', 'rock', 'instrumental', 'shimmering hi hats', 'punchy snare', 'groovy bass', 'acoustic rhythm guitar', 'electric guitar chord progression', 'energetic', 'addictive']","The low quality recording features a rock song instrumental that consists of shimmering hi hats, punchy snare, groovy bass guitar, acoustic rhythm guitar in the left channel and electric guitar chord progression in the right channel of the stereo image. It sounds energetic and addictive.",Rock---Indie Rock,rock,not_danceable,happy,sad,non_relaxed,"['love', 'happy', 'melodic', 'energetic', 'positive']","['guitar', 'drums', 'bass']",male
58,58,-XkbErI_7EU,50,60,"['slow jazz song', 'barbershop quartet', 'trumpets', 'double bass', 'vocal harmony', 'male voices', 'piano', 'slow tempo', 'romantic song']",This slow jazz song features male voices singing the main melody in harmony. This is accompanied by percussion playing a simple beat. The double bass plays the root notes of the chords. Trumpets play a fill in harmony in between lines. A piano plays an arpeggiated chord at the end of the first line. This song has a romantic mood. This song can be played in a classic romantic movie.,Rock---Doo Wop,jazz,not_danceable,non_happy,sad,relaxed,"['christmas', 'love', 'meditative', 'relaxing', 'ballad']","['piano', 'drums', 'voice']",male
59,59,-YATTKBtmRA,190,200,"['hip-hop', 'electronic', 'crisp synth', 'melodic pad', 'piano sample', 'strong bass', 'loud electronic drums', 'modern sounding', 'aggressive', 'energetic']",This is a hip-hop music piece. There is a crisp synth sound playing the melody. The piece has a strong bass sound. There is a melodic pad with beat repeat effect that uses a piano sample. The rhythmic background is provided by a loud electronic drum beat. The piece is energetic and modern sounding. It could be used in the soundtrack of a sci-fi movie where there is a lot of action going on.,Electronic---Experimental,electronic,danceable,non_happy,non_sad,non_relaxed,"['dark', 'energetic', 'space', 'melodic', 'slow']","['synthesizer', 'bass', 'drums']",female
60,60,-YIT4HBM__g,30,40,"['female singer', 'high notes', 'choral harmony', 'ethereal', 'vocal vibrations', 'ethereal', 'soprano', 'alto', 'whirring sound', 'seconds', 'melodic', 'angelic', 'celestial', 'no instruments', 'sound of chatter', 'rustling', 'scuffling', 'harmonious', 'amateur recording', 'mediocre sound recording', 'inferior audio quality', 'quality of']","A female vocalist sings this mellifluous song.The tempo is slow with the vocalist singing a soprano, with alto choral harmony. There are sounds of rustling, whirring,scuttling and people talking in the background. The vocals are beautiful, mellifluous,and ethereal.","Folk, World, & Country---Folk",classical,not_danceable,non_happy,sad,relaxed,"['christmas', 'film', 'love', 'relaxing', 'holiday']","['voice', 'piano', 'guitar']",female
61,61,-ZHpNr_KRXU,30,40,"['folkmusic', 'amateur recording', 'accordion', 'percussion', 'male voice singing', 'higher register', 'medium to uptempo']",Someone is playing a percussive instrument that reminds a little bit of a tabla while someone else is playing a fast melody on an accordion. A male voice is singing at a higher pitch. This song may be playing live.,"Folk, World, & Country---Indian Classical",electronic,danceable,non_happy,non_sad,relaxed,"['happy', 'energetic', 'film', 'deep', 'love']","['drums', 'bass', 'percussion']",female
62,62,-_6RxZyi30Q,70,80,"['latin dance music', 'zumba', 'amateur recording', 'poor quality', 'female voice', 'shouting', 'male vocal', 'melodic singing', 'strong bass', 'loud electronic drums', 'energetic']",This is an amateur recording of a dance performance over a latin dance music piece in the style of zumba. There is a female dance instructor shouting directions to the dancers. There is a male vocalist singing melodically in the background piece. A strong bass and a loud electronic drum beat can be heard very distinctly. The atmosphere is energetic. The quality of the recording is quite poor.,Pop---K-pop,electronic,danceable,non_happy,non_sad,non_relaxed,"['melodic', 'energetic', 'love', 'happy', 'dark']","['synthesizer', 'drums', 'guitar']",male
63,63,-_OzT7Xyvok,30,40,"['amateur recording', 'two acoustic guitars', 'flamenco', 'nylon string guitar', 'technically challenging', 'sloppy']",Amateur recording of two nylon string guitars playing in flamenco style. The playing is technically challenging yet sloppy.,Blues---Delta Blues,folk,not_danceable,non_happy,sad,relaxed,"['happy', 'love', 'inspiring', 'energetic', 'ballad']","['acousticguitar', 'classicalguitar', 'guitar']",male
64,64,-bgHkxwoliw,30,40,"['pop', 'digital drums', 'e-guitar', 'keyboard melodies', 'male voice singing', 'higher register', 'bass', 'uptempo', 'positive atmosphere']",Digital drums are playing a four on the floor rhythm with a kick on every beat along with a bassline and a keyboard sound playing short rhythmic chords and a e-guitar playing a simple melody along. A male voice is singing in a higher key. This song may be playing at a folkfest.,Electronic---Euro House,dance,danceable,happy,non_sad,non_relaxed,"['energetic', 'melodic', 'happy', 'positive', 'corporate']","['synthesizer', 'electricguitar', 'drums']",female
65,65,-cLzki-B06o,30,40,"['arabesque', 'kurdish folk music', 'baglama', 'zurna', 'electronic drums', 'percussion', 'upbeat', 'lively', 'folk dance', 'halay']",This is a Kurdish folk music piece. The main melody is first played by the baglama and then by the zurna. The rhythmic background consists of an electronic drum beat and supportive percussive elements. The atmosphere is lively. This piece could be used as an accompaniment piece for a folk dance course such as the halay dance.,Electronic---Euro House,dance,danceable,happy,non_sad,relaxed,"['happy', 'deep', 'summer', 'energetic', 'funny']","['percussion', 'synthesizer', 'drums']",female
66,66,-cQ-jUTEgck,30,40,"['southern rock', 'blues rock', 'live performance', 'electric guitar', 'guitar solo', 'keyboard', 'bass guitar', 'acoustic drums', 'groovy']",This is a live performance of a southern rock piece. There is an electric guitar playing a blues solo. There is a bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is groovy. This piece could be playing in the background at a rock bar.,,,,,,,,,
67,67,-dVgUSrR8g4,30,40,"['intense', 'vigorous', 'loud electric guitar feedback', 'intense', 'psychedelic', 'trap', 'trance', 'hard rock', 'enthusiastic', 'energetic', 'spirited', 'hyper', 'fast tempo', 'goth rock', 'heavy  metal', 'amplified guitar', 'intense drumming', 'chattering sounds', 'scratching', 'screeching', 'vigorous keyboard']","This song is a vigorous metal instrumental. The tempo is fast with intense drumming,  fiery electric guitar riff, amplified guitar rhythms and energetic keyboard accompaniment. The music is energetic, aggressive, youthful, spirited, goth, intense,psychedelic and trance like. This instrumental is Hard Rock/Metal.",Rock---Black Metal,metal,danceable,non_happy,non_sad,non_relaxed,"['heavy', 'epic', 'dark', 'action', 'energetic']","['drums', 'electricguitar', 'bass']",male
68,68,-e4wXAy1iVo,0,10,"['pop', 'ukulele', 'female voices singing', 'harmony', 'amateur recording', 'medium to uptempo']",Two female voices are singing in harmony to a ukulele strumming chords. One of the voices is deeper and the other one higher. This song may be jamming together at home.,"Folk, World, & Country---Folk",folk,not_danceable,non_happy,sad,relaxed,"['love', 'melodic', 'meditative', 'happy', 'christmas']","['acousticguitar', 'electricguitar', 'voice']",female
69,69,-eDAoheZrY8,30,40,"['movie soundtrack', 'philharmonic orchestra', 'crescendo', 'booming lower harmony', 'average audio quality', 'tense', 'sci-fi music', 'string section harmony', 'suspenseful music', 'horn section', 'drums playing slowly', 'instrumental music', 'mysterious', 'science fiction', 'exploring dangerous territory', 'tuba', 'building tension']","The song is an instrumental. The song is slow tempo with building crescendo , string section harmony, horn section, drums playing steadily and piano accompaniment. The song is suspenseful and builds anticipation. The song is a movie soundtrack and has an average audio quality.",Stage & Screen---Score,orchestral,not_danceable,non_happy,sad,relaxed,"['epic', 'film', 'action', 'trailer', 'drama']","['violin', 'cello', 'orchestra']",male
